LETRA;CATEGORIA;SUBCATEGORIA;CLASSIF;RESTRSEXO;CAUSAOBITO;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS
W;69;9;;;;Afogamento e submersão em águas naturais - local não especificado;W69.9 Local NE;;
W;70;0;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - residência;W70.0 Residencia;;
W;70;1;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - habitação coletiva;W70.1 Habitacao coletiva;;
W;70;2;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - escolas, outras instituições e áreas de administração pública;W70.2 Escolas outr instit areas admin publica;;
W;70;3;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - área para a prática de esportes e atletismo;W70.3 Area p/a pratica de esportes e atletismo;;
W;70;4;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - rua e estrada;W70.4 Rua e estrada;;
W;70;5;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - áreas de comércio e de serviços;W70.5 Areas de comercio e de servicos;;
W;70;6;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - áreas industriais e em construção;W70.6 Areas industriais e em construcao;;
W;70;7;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - fazenda;W70.7 Fazenda;;
W;70;8;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - outros locais especificados;W70.8 Outr locais espec;;
W;70;9;;;;Afogamento e submersão conseqüentes a queda dentro de águas naturais - local não especificado;W70.9 Local NE;;
W;73;0;;;;Outros afogamentos e submersão especificados - residência;W73.0 Residencia;;
W;73;1;;;;Outros afogamentos e submersão especificados - habitação coletiva;W73.1 Habitacao coletiva;;
W;73;2;;;;Outros afogamentos e submersão especificados - escolas, outras instituições e áreas de administração pública;W73.2 Escolas outr instit areas admin publica;;
W;73;3;;;;Outros afogamentos e submersão especificados - área para a prática de esportes e atletismo;W73.3 Area p/a pratica de esportes e atletismo;;
W;73;4;;;;Outros afogamentos e submersão especificados - rua e estrada;W73.4 Rua e estrada;;
W;73;5;;;;Outros afogamentos e submersão especificados - áreas de comércio e de serviços;W73.5 Areas de comercio e de servicos;;
W;73;6;;;;Outros afogamentos e submersão especificados - áreas industriais e em construção;W73.6 Areas industriais e em construcao;;
W;73;7;;;;Outros afogamentos e submersão especificados - fazenda;W73.7 Fazenda;;
W;73;8;;;;Outros afogamentos e submersão especificados - outros locais especificados;W73.8 Outr locais espec;;
W;73;9;;;;Outros afogamentos e submersão especificados - local não especificado;W73.9 Local NE;;
W;74;0;;;;Afogamento e submersão não especificados - residência;W74.0 Residencia;;
W;74;1;;;;Afogamento e submersão não especificados - habitação coletiva;W74.1 Habitacao coletiva;;
W;74;2;;;;Afogamento e submersão não especificados - escolas, outras instituições e áreas de administração pública;W74.2 Escolas outr instit areas admin publica;;
W;74;3;;;;Afogamento e submersão não especificados - área para a prática de esportes e atletismo;W74.3 Area p/a pratica de esportes e atletismo;;
W;74;4;;;;Afogamento e submersão não especificados - rua e estrada;W74.4 Rua e estrada;;
W;74;5;;;;Afogamento e submersão não especificados - áreas de comércio e de serviços;W74.5 Areas de comercio e de servicos;;
W;74;6;;;;Afogamento e submersão não especificados - áreas industriais e em construção;W74.6 Areas industriais e em construcao;;
W;74;7;;;;Afogamento e submersão não especificados - fazenda;W74.7 Fazenda;;
W;74;8;;;;Afogamento e submersão não especificados - outros locais especificados;W74.8 Outr locais espec;;
W;74;9;;;;Afogamento e submersão não especificados - local não especificado;W74.9 Local NE;;
W;75;0;;;;Sufocação e estrangulamento acidental na cama - residência;W75.0 Residencia;;
W;75;1;;;;Sufocação e estrangulamento acidental na cama - habitação coletiva;W75.1 Habitacao coletiva;;
W;75;2;;;;Sufocação e estrangulamento acidental na cama - escolas, outras instituições e áreas de administração pública;W75.2 Escolas outr instit areas admin publica;;
W;75;3;;;;Sufocação e estrangulamento acidental na cama - área para a prática de esportes e atletismo;W75.3 Area p/a pratica de esportes e atletismo;;
W;75;4;;;;Sufocação e estrangulamento acidental na cama - rua e estrada;W75.4 Rua e estrada;;
W;75;5;;;;Sufocação e estrangulamento acidental na cama - áreas de comércio e de serviços;W75.5 Areas de comercio e de servicos;;
W;75;6;;;;Sufocação e estrangulamento acidental na cama - áreas industriais e em construção;W75.6 Areas industriais e em construcao;;
W;75;7;;;;Sufocação e estrangulamento acidental na cama - fazenda;W75.7 Fazenda;;
W;75;8;;;;Sufocação e estrangulamento acidental na cama - outros locais especificados;W75.8 Outr locais espec;;
W;75;9;;;;Sufocação e estrangulamento acidental na cama - local não especificado;W75.9 Local NE;;
W;76;0;;;;Outro enforcamento e estrangulamento acidental - residência;W76.0 Residencia;;
W;76;1;;;;Outro enforcamento e estrangulamento acidental - habitação coletiva;W76.1 Habitacao coletiva;;
W;76;2;;;;Outro enforcamento e estrangulamento acidental - escolas, outras instituições e áreas de administração pública;W76.2 Escolas outr instit areas admin publica;;
W;76;3;;;;Outro enforcamento e estrangulamento acidental - área para a prática de esportes e atletismo;W76.3 Area p/a pratica de esportes e atletismo;;
W;76;4;;;;Outro enforcamento e estrangulamento acidental - rua e estrada;W76.4 Rua e estrada;;
W;76;5;;;;Outro enforcamento e estrangulamento acidental - áreas de comércio e de serviços;W76.5 Areas de comercio e de servicos;;
W;76;6;;;;Outro enforcamento e estrangulamento acidental - áreas industriais e em construção;W76.6 Areas industriais e em construcao;;
W;76;7;;;;Outro enforcamento e estrangulamento acidental - fazenda;W76.7 Fazenda;;
W;76;8;;;;Outro enforcamento e estrangulamento acidental - outros locais especificados;W76.8 Outr locais espec;;
W;76;9;;;;Outro enforcamento e estrangulamento acidental - local não especificado;W76.9 Local NE;;
W;77;0;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - residência;W77.0 Residencia;;
W;77;1;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - habitação coletiva;W77.1 Habitacao coletiva;;
W;77;2;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - escolas, outras instituições e áreas de administração pública;W77.2 Escolas outr instit areas admin publica;;
W;77;3;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - área para a prática de esportes e atletismo;W77.3 Area p/a pratica de esportes e atletismo;;
W;77;4;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - rua e estrada;W77.4 Rua e estrada;;
W;77;5;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - áreas de comércio e de serviços;W77.5 Areas de comercio e de servicos;;
W;77;6;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - áreas industriais e em construção;W77.6 Areas industriais e em construcao;;
W;77;7;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - fazenda;W77.7 Fazenda;;
W;77;8;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - outros locais especificados;W77.8 Outr locais espec;;
W;77;9;;;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - local não especificado;W77.9 Local NE;;
W;78;0;;;;Inalação do conteúdo gástrico - residência;W78.0 Residencia;;
W;78;1;;;;Inalação do conteúdo gástrico - habitação coletiva;W78.1 Habitacao coletiva;;
W;78;2;;;;Inalação do conteúdo gástrico - escolas, outras instituições e áreas de administração pública;W78.2 Escolas outr instit areas admin publica;;
W;78;3;;;;Inalação do conteúdo gástrico - área para a prática de esportes e atletismo;W78.3 Area p/a pratica de esportes e atletismo;;
W;78;4;;;;Inalação do conteúdo gástrico - rua e estrada;W78.4 Rua e estrada;;
W;78;5;;;;Inalação do conteúdo gástrico - áreas de comércio e de serviços;W78.5 Areas de comercio e de servicos;;
W;78;6;;;;Inalação do conteúdo gástrico - áreas industriais e em construção;W78.6 Areas industriais e em construcao;;
W;78;7;;;;Inalação do conteúdo gástrico - fazenda;W78.7 Fazenda;;
W;78;8;;;;Inalação do conteúdo gástrico - outros locais especificados;W78.8 Outr locais espec;;
W;78;9;;;;Inalação do conteúdo gástrico - local não especificado;W78.9 Local NE;;
W;79;0;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - residência;W79.0 Residencia;;
W;79;1;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - habitação coletiva;W79.1 Habitacao coletiva;;
W;79;2;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - escolas, outras instituições e áreas de administração pública;W79.2 Escolas outr instit areas admin publica;;
W;79;3;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - área para a prática de esportes e atletismo;W79.3 Area p/a pratica de esportes e atletismo;;
W;79;4;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - rua e estrada;W79.4 Rua e estrada;;
W;79;5;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - áreas de comércio e de serviços;W79.5 Areas de comercio e de servicos;;
W;79;6;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - áreas industriais e em construção;W79.6 Areas industriais e em construcao;;
W;79;7;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - fazenda;W79.7 Fazenda;;
W;79;8;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - outros locais especificados;W79.8 Outr locais espec;;
W;79;9;;;;Inalação e ingestão de alimentos causando obstrução do trato respiratório - local não especificado;W79.9 Local NE;;
W;80;0;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - residência;W80.0 Residencia;;
W;80;1;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - habitação coletiva;W80.1 Habitacao coletiva;;
W;80;2;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - escolas, outras instituições e áreas de administração pública;W80.2 Escolas outr instit areas admin publica;;
W;80;3;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - área para a prática de esportes e atletismo;W80.3 Area p/a pratica de esportes e atletismo;;
W;80;4;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - rua e estrada;W80.4 Rua e estrada;;
W;80;5;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - áreas de comércio e de serviços;W80.5 Areas de comercio e de servicos;;
W;80;6;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - áreas industriais e em construção;W80.6 Areas industriais e em construcao;;
W;80;7;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - fazenda;W80.7 Fazenda;;
W;80;8;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - outros locais especificados;W80.8 Outr locais espec;;
W;80;9;;;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - local não especificado;W80.9 Local NE;;
W;81;0;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - residência;W81.0 Residencia;;
W;81;1;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - habitação coletiva;W81.1 Habitacao coletiva;;
W;81;2;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - escolas, outras instituições e áreas de administração pública;W81.2 Escolas outr instit areas admin publica;;
W;81;3;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - área para a prática de esportes e atletismo;W81.3 Area p/a pratica de esportes e atletismo;;
W;81;4;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - rua e estrada;W81.4 Rua e estrada;;
W;81;5;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - áreas de comércio e de serviços;W81.5 Areas de comercio e de servicos;;
W;81;6;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - áreas industriais e em construção;W81.6 Areas industriais e em construcao;;
W;81;7;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - fazenda;W81.7 Fazenda;;
W;81;8;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - outros locais especificados;W81.8 Outr locais espec;;
W;81;9;;;;Confinado ou aprisionado em um ambiente pobre em oxigênio - local não especificado;W81.9 Local NE;;
W;83;0;;;;Outros riscos especificados à respiração - residência;W83.0 Residencia;;
W;83;1;;;;Outros riscos especificados à respiração - habitação coletiva;W83.1 Habitacao coletiva;;
W;83;2;;;;Outros riscos especificados à respiração - escolas, outras instituições e áreas de administração pública;W83.2 Escolas outr instit areas admin publica;;
W;83;3;;;;Outros riscos especificados à respiração - área para a prática de esportes e atletismo;W83.3 Area p/a pratica de esportes e atletismo;;
W;83;4;;;;Outros riscos especificados à respiração - rua e estrada;W83.4 Rua e estrada;;
W;83;5;;;;Outros riscos especificados à respiração - áreas de comércio e de serviços;W83.5 Areas de comercio e de servicos;;
W;83;6;;;;Outros riscos especificados à respiração - áreas industriais e em construção;W83.6 Areas industriais e em construcao;;
W;83;7;;;;Outros riscos especificados à respiração - fazenda;W83.7 Fazenda;;
W;83;8;;;;Outros riscos especificados à respiração - outros locais especificados;W83.8 Outr locais espec;;
W;83;9;;;;Outros riscos especificados à respiração - local não especificado;W83.9 Local NE;;
W;84;0;;;;Riscos não especificados à respiração - residência;W84.0 Residencia;;
W;84;1;;;;Riscos não especificados à respiração - habitação coletiva;W84.1 Habitacao coletiva;;
W;84;2;;;;Riscos não especificados à respiração - escolas, outras instituições e áreas de administração pública;W84.2 Escolas outr instit areas admin publica;;
W;84;3;;;;Riscos não especificados à respiração - área para a prática de esportes e atletismo;W84.3 Area p/a pratica de esportes e atletismo;;
W;84;4;;;;Riscos não especificados à respiração - rua e estrada;W84.4 Rua e estrada;;
W;84;5;;;;Riscos não especificados à respiração - áreas de comércio e de serviços;W84.5 Areas de comercio e de servicos;;
W;84;6;;;;Riscos não especificados à respiração - áreas industriais e em construção;W84.6 Areas industriais e em construcao;;
W;84;7;;;;Riscos não especificados à respiração - fazenda;W84.7 Fazenda;;
W;84;8;;;;Riscos não especificados à respiração - outros locais especificados;W84.8 Outr locais espec;;
W;84;9;;;;Riscos não especificados à respiração - local não especificado;W84.9 Local NE;;
W;85;0;;;;Exposição a linhas de transmissão de corrente elétrica - residência;W85.0 Residencia;;
W;85;1;;;;Exposição a linhas de transmissão de corrente elétrica - habitação coletiva;W85.1 Habitacao coletiva;;
W;85;2;;;;Exposição a linhas de transmissão de corrente elétrica - escolas, outras instituições e áreas de administração pública;W85.2 Escolas outr instit areas admin publica;;
W;85;3;;;;Exposição a linhas de transmissão de corrente elétrica - área para a prática de esportes e atletismo;W85.3 Area p/a pratica de esportes e atletismo;;
W;85;4;;;;Exposição a linhas de transmissão de corrente elétrica - rua e estrada;W85.4 Rua e estrada;;
W;85;5;;;;Exposição a linhas de transmissão de corrente elétrica - áreas de comércio e de serviços;W85.5 Areas de comercio e de servicos;;
W;85;6;;;;Exposição a linhas de transmissão de corrente elétrica - áreas industriais e em construção;W85.6 Areas industriais e em construcao;;
W;85;7;;;;Exposição a linhas de transmissão de corrente elétrica - fazenda;W85.7 Fazenda;;
W;85;8;;;;Exposição a linhas de transmissão de corrente elétrica - outros locais especificados;W85.8 Outr locais espec;;
W;85;9;;;;Exposição a linhas de transmissão de corrente elétrica - local não especificado;W85.9 Local NE;;
W;86;0;;;;Exposição a outra corrente elétrica especificada - residência;W86.0 Residencia;;
W;86;1;;;;Exposição a outra corrente elétrica especificada - habitação coletiva;W86.1 Habitacao coletiva;;
W;86;2;;;;Exposição a outra corrente elétrica especificada - escolas, outras instituições e áreas de administração pública;W86.2 Escolas outr instit areas admin publica;;
W;86;3;;;;Exposição a outra corrente elétrica especificada - área para a prática de esportes e atletismo;W86.3 Area p/a pratica de esportes e atletismo;;
W;86;4;;;;Exposição a outra corrente elétrica especificada - rua e estrada;W86.4 Rua e estrada;;
W;86;5;;;;Exposição a outra corrente elétrica especificada - áreas de comércio e de serviços;W86.5 Areas de comercio e de servicos;;
W;86;6;;;;Exposição a outra corrente elétrica especificada - áreas industriais e em construção;W86.6 Areas industriais e em construcao;;
W;86;7;;;;Exposição a outra corrente elétrica especificada - fazenda;W86.7 Fazenda;;
W;86;8;;;;Exposição a outra corrente elétrica especificada - outros locais especificados;W86.8 Outr locais espec;;
W;86;9;;;;Exposição a outra corrente elétrica especificada - local não especificado;W86.9 Local NE;;
W;87;0;;;;Exposição a corrente elétrica não especificada - residência;W87.0 Residencia;;
W;87;1;;;;Exposição a corrente elétrica não especificada - habitação coletiva;W87.1 Habitacao coletiva;;
W;87;2;;;;Exposição a corrente elétrica não especificada - escolas, outras instituições e áreas de administração pública;W87.2 Escolas outr instit areas admin publica;;
W;87;3;;;;Exposição a corrente elétrica não especificada - área para a prática de esportes e atletismo;W87.3 Area p/a pratica de esportes e atletismo;;
W;87;4;;;;Exposição a corrente elétrica não especificada - rua e estrada;W87.4 Rua e estrada;;
W;87;5;;;;Exposição a corrente elétrica não especificada - áreas de comércio e de serviços;W87.5 Areas de comercio e de servicos;;
W;87;6;;;;Exposição a corrente elétrica não especificada - áreas industriais e em construção;W87.6 Areas industriais e em construcao;;
W;87;7;;;;Exposição a corrente elétrica não especificada - fazenda;W87.7 Fazenda;;
W;87;8;;;;Exposição a corrente elétrica não especificada - outros locais especificados;W87.8 Outr locais espec;;
W;87;9;;;;Exposição a corrente elétrica não especificada - local não especificado;W87.9 Local NE;;
W;88;0;;;;Exposição a radiação ionizante - residência;W88.0 Residencia;;
W;88;1;;;;Exposição a radiação ionizante - habitação coletiva;W88.1 Habitacao coletiva;;
W;88;2;;;;Exposição a radiação ionizante - escolas, outras instituições e áreas de administração pública;W88.2 Escolas outr instit areas admin publica;;
W;88;3;;;;Exposição a radiação ionizante - área para a prática de esportes e atletismo;W88.3 Area p/a pratica de esportes e atletismo;;
W;88;4;;;;Exposição a radiação ionizante - rua e estrada;W88.4 Rua e estrada;;
W;88;5;;;;Exposição a radiação ionizante - áreas de comércio e de serviços;W88.5 Areas de comercio e de servicos;;
W;88;6;;;;Exposição a radiação ionizante - áreas industriais e em construção;W88.6 Areas industriais e em construcao;;
W;88;7;;;;Exposição a radiação ionizante - fazenda;W88.7 Fazenda;;
W;88;8;;;;Exposição a radiação ionizante - outros locais especificados;W88.8 Outr locais espec;;
W;88;9;;;;Exposição a radiação ionizante - local não especificado;W88.9 Local NE;;
W;89;0;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - residência;W89.0 Residencia;;
W;89;1;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - habitação coletiva;W89.1 Habitacao coletiva;;
W;89;2;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - escolas, outras instituições e áreas de administração pública;W89.2 Escolas outr instit areas admin publica;;
W;89;3;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - área para a prática de esportes e atletismo;W89.3 Area p/a pratica de esportes e atletismo;;
W;89;4;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - rua e estrada;W89.4 Rua e estrada;;
W;89;5;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - áreas de comércio e de serviços;W89.5 Areas de comercio e de servicos;;
W;89;6;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - áreas industriais e em construção;W89.6 Areas industriais e em construcao;;
W;89;7;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - fazenda;W89.7 Fazenda;;
W;89;8;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - outros locais especificados;W89.8 Outr locais espec;;
W;89;9;;;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - local não especificado;W89.9 Local NE;;
W;90;0;;;;Exposição a outros tipos de radiação não-ionizante - residência;W90.0 Residencia;;
W;90;1;;;;Exposição a outros tipos de radiação não-ionizante - habitação coletiva;W90.1 Habitacao coletiva;;
W;90;2;;;;Exposição a outros tipos de radiação não-ionizante - escolas, outras instituições e áreas de administração pública;W90.2 Escolas outr instit areas admin publica;;
W;90;3;;;;Exposição a outros tipos de radiação não-ionizante - área para a prática de esportes e atletismo;W90.3 Area p/a pratica de esportes e atletismo;;
W;90;4;;;;Exposição a outros tipos de radiação não-ionizante - rua e estrada;W90.4 Rua e estrada;;
W;90;5;;;;Exposição a outros tipos de radiação não-ionizante - áreas de comércio e de serviços;W90.5 Areas de comercio e de servicos;;
W;90;6;;;;Exposição a outros tipos de radiação não-ionizante - áreas industriais e em construção;W90.6 Areas industriais e em construcao;;
W;90;7;;;;Exposição a outros tipos de radiação não-ionizante - fazenda;W90.7 Fazenda;;
W;90;8;;;;Exposição a outros tipos de radiação não-ionizante - outros locais especificados;W90.8 Outr locais espec;;
W;90;9;;;;Exposição a outros tipos de radiação não-ionizante - local não especificado;W90.9 Local NE;;
W;91;0;;;;Exposição a tipo não especificado de radiação - residência;W91.0 Residencia;;
W;91;1;;;;Exposição a tipo não especificado de radiação - habitação coletiva;W91.1 Habitacao coletiva;;
W;91;2;;;;Exposição a tipo não especificado de radiação - escolas, outras instituições e áreas de administração pública;W91.2 Escolas outr instit areas admin publica;;
W;91;3;;;;Exposição a tipo não especificado de radiação - área para a prática de esportes e atletismo;W91.3 Area p/a pratica de esportes e atletismo;;
W;91;4;;;;Exposição a tipo não especificado de radiação - rua e estrada;W91.4 Rua e estrada;;
W;91;5;;;;Exposição a tipo não especificado de radiação - áreas de comércio e de serviços;W91.5 Areas de comercio e de servicos;;
W;91;6;;;;Exposição a tipo não especificado de radiação - áreas industriais e em construção;W91.6 Areas industriais e em construcao;;
W;91;7;;;;Exposição a tipo não especificado de radiação - fazenda;W91.7 Fazenda;;
W;91;8;;;;Exposição a tipo não especificado de radiação - outros locais especificados;W91.8 Outr locais espec;;
W;91;9;;;;Exposição a tipo não especificado de radiação - local não especificado;W91.9 Local NE;;
W;92;0;;;;Exposição a um calor excessivo de origem artificial - residência;W92.0 Residencia;;
W;92;1;;;;Exposição a um calor excessivo de origem artificial - habitação coletiva;W92.1 Habitacao coletiva;;
W;92;2;;;;Exposição a um calor excessivo de origem artificial - escolas, outras instituições e áreas de administração pública;W92.2 Escolas outr instit areas admin publica;;
W;92;3;;;;Exposição a um calor excessivo de origem artificial - área para a prática de esportes e atletismo;W92.3 Area p/a pratica de esportes e atletismo;;
W;92;4;;;;Exposição a um calor excessivo de origem artificial - rua e estrada;W92.4 Rua e estrada;;
W;92;5;;;;Exposição a um calor excessivo de origem artificial - áreas de comércio e de serviços;W92.5 Areas de comercio e de servicos;;
W;92;6;;;;Exposição a um calor excessivo de origem artificial - áreas industriais e em construção;W92.6 Areas industriais e em construcao;;
W;92;7;;;;Exposição a um calor excessivo de origem artificial - fazenda;W92.7 Fazenda;;
W;92;8;;;;Exposição a um calor excessivo de origem artificial - outros locais especificados;W92.8 Outr locais espec;;
W;92;9;;;;Exposição a um calor excessivo de origem artificial - local não especificado;W92.9 Local NE;;
W;93;0;;;;Exposição a um frio excessivo de origem artificial - residência;W93.0 Residencia;;
W;93;1;;;;Exposição a um frio excessivo de origem artificial - habitação coletiva;W93.1 Habitacao coletiva;;
W;93;2;;;;Exposição a um frio excessivo de origem artificial - escolas, outras instituições e áreas de administração pública;W93.2 Escolas outr instit areas admin publica;;
W;93;3;;;;Exposição a um frio excessivo de origem artificial - área para a prática de esportes e atletismo;W93.3 Area p/a pratica de esportes e atletismo;;
W;93;4;;;;Exposição a um frio excessivo de origem artificial - rua e estrada;W93.4 Rua e estrada;;
W;93;5;;;;Exposição a um frio excessivo de origem artificial - áreas de comércio e de serviços;W93.5 Areas de comercio e de servicos;;
W;93;6;;;;Exposição a um frio excessivo de origem artificial - áreas industriais e em construção;W93.6 Areas industriais e em construcao;;
W;93;7;;;;Exposição a um frio excessivo de origem artificial - fazenda;W93.7 Fazenda;;
W;93;8;;;;Exposição a um frio excessivo de origem artificial - outros locais especificados;W93.8 Outr locais espec;;
W;93;9;;;;Exposição a um frio excessivo de origem artificial - local não especificado;W93.9 Local NE;;
W;94;0;;;;Exposição a alta, baixa e a variações da pressão atmosférica - residência;W94.0 Residencia;;
W;94;1;;;;Exposição a alta, baixa e a variações da pressão atmosférica - habitação coletiva;W94.1 Habitacao coletiva;;
W;94;2;;;;Exposição a alta, baixa e a variações da pressão atmosférica - escolas, outras instituições e áreas de administração pública;W94.2 Escolas outr instit areas admin publica;;
W;94;3;;;;Exposição a alta, baixa e a variações da pressão atmosférica - área para a prática de esportes e atletismo;W94.3 Area p/a pratica de esportes e atletismo;;
W;94;4;;;;Exposição a alta, baixa e a variações da pressão atmosférica - rua e estrada;W94.4 Rua e estrada;;
W;94;5;;;;Exposição a alta, baixa e a variações da pressão atmosférica - áreas de comércio e de serviços;W94.5 Areas de comercio e de servicos;;
W;94;6;;;;Exposição a alta, baixa e a variações da pressão atmosférica - áreas industriais e em construção;W94.6 Areas industriais e em construcao;;
W;94;7;;;;Exposição a alta, baixa e a variações da pressão atmosférica - fazenda;W94.7 Fazenda;;
W;94;8;;;;Exposição a alta, baixa e a variações da pressão atmosférica - outros locais especificados;W94.8 Outr locais espec;;
W;94;9;;;;Exposição a alta, baixa e a variações da pressão atmosférica - local não especificado;W94.9 Local NE;;
W;99;0;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - residência;W99.0 Residencia;;
W;99;1;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - habitação coletiva;W99.1 Habitacao coletiva;;
W;99;2;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - escolas, outras instituições e áreas de administração pública;W99.2 Escolas outr instit areas admin publica;;
W;99;3;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - área para a prática de esportes e atletismo;W99.3 Area p/a pratica de esportes e atletismo;;
W;99;4;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - rua e estrada;W99.4 Rua e estrada;;
W;99;5;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - áreas de comércio e de serviços;W99.5 Areas de comercio e de servicos;;
W;99;6;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - áreas industriais e em construção;W99.6 Areas industriais e em construcao;;
W;99;7;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - fazenda;W99.7 Fazenda;;
W;99;8;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - outros locais especificados;W99.8 Outr locais espec;;
W;99;9;;;;Exposição a outros fatores ambientais artificiais e aos não especificados - local não especificado;W99.9 Local NE;;
X;00;0;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - residência;X00.0 Residencia;;
X;00;1;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - habitação coletiva;X00.1 Habitacao coletiva;;
X;00;2;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - escolas, outras instituições e áreas de administração pública;X00.2 Escolas outr instit areas admin publica;;
X;00;3;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - área para a prática de esportes e atletismo;X00.3 Area p/a pratica de esportes e atletismo;;
X;00;4;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - rua e estrada;X00.4 Rua e estrada;;
X;00;5;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - áreas de comércio e de serviços;X00.5 Areas de comercio e de servicos;;
X;00;6;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - áreas industriais e em construção;X00.6 Areas industriais e em construcao;;
X;00;7;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - fazenda;X00.7 Fazenda;;
X;00;8;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - outros locais especificados;X00.8 Outr locais espec;;
X;00;9;;;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - local não especificado;X00.9 Local NE;;
X;01;0;;;;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - residência;X01.0 Residencia;;
X;01;1;;;;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - habitação coletiva;X01.1 Habitacao coletiva;;
X;01;2;;;;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - escolas, outras instituições e áreas de administração pública;X01.2 Escolas outr instit areas admin publica;;
