LETRA;NÚMERO;CLASSIF;DESCRICAO;DESCRABREV;REFER
V;68;;Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão;V68   Ocup veic tr pesado traum ac transp s/colis;
V;69;;Ocupante de um veículo de transporte pesado traumatizado em outros acidentes de transporte não especificados;V69   Ocup veic tr pesado traum outr ac transp NE;
V;70;;Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal;V70   Ocup onibus traum colis pedestre animal;
V;71;;Ocupante de um ônibus traumatizado em colisão com um veículo a pedal;V71   Ocup onibus traum colis veic a pedal;
V;72;;Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas;V72   Ocup onibus traum col out veic mot 2 3 rodas;
V;73;;Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete;V73   Ocup onibus traum colis automovel caminhonet;
V;74;;Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus;V74   Ocup onibus traum colis veic transp pes onib;
V;75;;Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário;V75   Ocup onibus traum colis trem veic ferrov;
V;76;;Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado;V76   Ocup onibus traum colis outr veic n-motor;
V;77;;Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado;V77   Ocup onibus traum colis objeto fixo parado;
V;78;;Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão;V78   Ocup onibus traum acid transp s/colis;
V;79;;Ocupante de um ônibus traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados;V79   Ocup onibus traum outr acid transp e NE;
V;80;;Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em um acidente de transporte;V80   Pess mont anim oc veic anim traum ac transp;
V;81;;Ocupante de um trem [comboio] ou um veículo ferroviário traumatizado em um acidente de transporte;V81   Ocup trem veic ferroviario traum acid transp;
V;82;;Ocupante de um bonde [carro elétrico] traumatizado em um acidente de transporte;V82   Ocup de um bonde traum acid transp;
V;83;;Ocupante de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de transporte;V83   Ocup veic esp mot area ind traum ac transp;
V;84;;Ocupante de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de transporte;V84   Ocup veic esp mot uso agric traum acid trans;
V;85;;Ocupante de um veículo a motor especial de construções traumatizado em um acidente de transporte;V85   Ocup veic mot esp constr traum acid transp;
V;86;;Ocupante de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de transporte;V86   Ocup veic outr uso n-via pub traum ac transp;
V;87;;Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima;V87   Acid trans tipo espec desconh mod transp vit;
V;88;;Acidente não-de-trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima;V88   Ac n-trans tipo espec desconh mod transp vit;
V;89;;Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s);V89   Acid veic mot n-mot tipos de veic NE;
V;90;;Acidente com embarcação causando afogamento e submersão;V90   Acid embarcacao caus afogamento submersao;
V;91;;Acidente com embarcação causando outro tipo de traumatismo;V91   Acid embarcacao causando outr tipo de traum;
V;92;;Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação;V92   Afog submers rel transp agua s/acid embarc;
V;93;;Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão;V93   Acid bord emb s/ac bem n caus afog submers;
V;94;;Outros acidentes de transporte por água e os não especificados;V94   Outr acid transp p/agua e os NE;
V;95;;Acidente de aeronave a motor causando traumatismo ao ocupante;V95   Acid de aeronave mot causando traum ao ocup;
V;96;;Acidente de uma aeronave sem motor causando traumatismo a ocupante;V96   Acid aeronave s/motor causando traum a ocup;
V;97;;Outros acidentes especificados de transporte aéreo;V97   Outr acid espec de transporte aereo;
V;98;;Outros acidentes de transporte especificados;V98   Outr acid transp espec;
V;99;;Acidente de transporte não especificado;V99   Acid transp NE;
W;0;;Queda no mesmo nível envolvendo gelo e neve;W00   Queda mesmo nivel envolv gelo e neve;
W;1;;Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés];W01   Queda mesmo nivel escorr tropec passo falso;
W;2;;Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas;W02   Queda env patins rodas gelo esqui pranch rod;
W;3;;Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa;W03   Outr qued mesmo niv colis empurrao outr pess;
W;4;;Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s);W04   Queda enquanto carreg apoiado p/outr pessoas;
W;5;;Queda envolvendo uma cadeira de rodas;W05   Queda envolv uma cadeira de rodas;
W;6;;Queda de um leito;W06   Queda de um leito;
W;7;;Queda de uma cadeira;W07   Queda de uma cadeira;
W;8;;Queda de outro tipo de mobília;W08   Queda de outr tipo de mobilia;
W;9;;"Queda envolvendo equipamento de ""playground""";W09   Queda envolv equipamento de playground;
W;10;;Queda em ou de escadas ou degraus;W10   Queda em ou de escadas ou degraus;
W;11;;Queda em ou de escadas de mão;W11   Queda em ou de escadas de mao;
W;12;;Queda em ou de um andaime;W12   Queda em ou de um andaime;
W;13;;Queda de ou para fora de edifícios ou outras estruturas;W13   Queda de ou p/fora edificios outr estruturas;
W;14;;Queda de árvore;W14   Queda de arvore;
W;15;;Queda de penhasco;W15   Queda de penhasco;
W;16;;Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão;W16   Merg pulo agua caus out traum n afog submers;
W;17;;Outras quedas de um nível a outro;W17   Outr quedas de um nivel a outr;
W;18;;Outras quedas no mesmo nível;W18   Outr quedas no mesmo nivel;
W;19;;Queda sem especificação;W19   Queda s/especificacao;
W;20;;Impacto causado por objeto lançado, projetado ou em queda;W20   Impacto caus objeto lanc projetado em queda;
W;21;;Impacto acidental ativo ou passivo causado por equipamento esportivo;W21   Impacto acid ativo passivo caus equip esport;
W;22;;Impacto acidental ativo ou passivo causado por outros objetos;W22   Impacto acid ativo passivo caus outr objetos;
W;23;;Apertado, colhido, comprimido ou esmagado dentro de ou entre objetos;W23   Apert colhid comprim esmag dentro objetos;
W;24;;Contato com elevadores e instrumentos de transmissão, não classificados em outra parte;W24   Contato elevadores instr de transm NCOP;
W;25;;Contato com vidro cortante;W25   Contato c/vidro cortante;
W;26;;Contato com faca, espada e punhal;W26   Contato c/faca espada e punhal;
W;27;;Contato com ferramentas manuais sem motor;W27   Contato c/ferramentas manuais s/motor;
W;28;;Contato com segadeira motorizada para cortar ou aparar a grama;W28   Contato segadeira mot p/cortar aparar grama;
W;29;;Contato com outros utensílios manuais e aparelhos domésticos equipados com motor;W29   Contat out utens manuais ap domest equip mot;
W;30;;Contato com maquinaria agrícola;W30   Contato c/maquinaria agricola;
W;31;;Contato com outras máquinas e com as não especificadas;W31   Contato c/outr maquinas e c/as NE;
W;32;;Projétil de revólver;W32   Projetil de revolver;
W;33;;Rifle, espingarda e armas de fogo de maior tamanho;W33   Rifle espingarda armas fogo de maior tamanho;
W;34;;Projéteis de outras armas de fogo e das não especificadas;W34   Projeteis de outr armas de fogo e das NE;
W;35;;Explosão ou ruptura de caldeira;W35   Explosao ou ruptura de caldeira;
W;36;;Explosão ou ruptura de cilindro de gás;W36   Explosao ou ruptura de cilindro de gas;
W;37;;Explosão ou ruptura de pneumático, tubulação ou mangueira, pressurizados;W37   Explosao ruptura pneumat tubulac mang press;
W;38;;Explosão ou ruptura de outros aparelhos pressurizados especificados;W38   Explosao ruptura outr ap pressurizados espec;
W;39;;Queima de fogos de artifício;W39   Queima de fogos de artificio;
W;40;;Explosão de outros materiais;W40   Explosao de outr materiais;
W;41;;Exposição a um jato de alta pressão;W41   Exposicao a um jato de alta pressao;
W;42;;Exposição ao ruído;W42   Exposicao ao ruido;
W;43;;Exposição à vibração;W43   Exposicao a vibracao;
W;44;;Penetração de corpo estranho no ou através de olho ou orifício natural;W44   Penetr corpo estranho olho orificio natural;
W;45;;Penetração de corpo ou objeto estranho através da pele;W45   Penetracao corpo objeto estranho pele;
W;46;;Contato com agulha hipodérmica;W46   Contato com agulha hipodérmica;
W;49;;Exposição a outras forças mecânicas inanimadas e às não especificadas;W49   Exposicao outr forcas mecan inanimadas e NE;
W;50;;Golpe, pancada, pontapé, mordedura ou escoriação infligidos por outra pessoa;W50   Golpe panc pontape mord escor infl outr pess;
W;51;;Colisão entre duas pessoas;W51   Colis entre duas pessoas;
W;52;;Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas;W52   Esmag empurr pisot multidao deband massa;
W;53;;Mordedura de rato;W53   Mordedura de rato;
W;54;;Mordedura ou golpe provocado por cão;W54   Mordedura ou golpe provocado p/cao;
W;55;;Mordedura ou golpe provocado por outros animais mamíferos;W55   Mordedura golpe provoc outr animais mamif;
W;56;;Contato com animais marinhos;W56   Contato c/animais marinhos;
W;57;;Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos;W57   Morded picadas inseto outr artrop n-venen;
W;58;;Mordedura ou golpe provocado por crocodilo ou aligátor;W58   Mordedura golpe provoc crocodilo ou aligátor;
W;59;;Mordedura ou esmagamento provocado por outros répteis;W59   Mordedura ou esmag provocado p/outr repteis;
W;60;;Contato com espinhos de plantas ou com folhas aguçadas;W60   Contato espinhos plantas ou folhas agucadas;
W;64;;Exposição a outras forças mecânicas animadas e às não especificadas;W64   Exposicao outr forcas mecan animadas e as NE;
W;65;;Afogamento e submersão durante banho em banheira;W65   Afogamento submersao durante banho banheira;
W;66;;Afogamento e submersão consecutiva a queda dentro de uma banheira;W66   Afogamento submersao consec queda banheira;
W;67;;Afogamento e submersão em piscina;W67   Afogamento e submersao em piscina;
W;68;;Afogamento e submersão conseqüente a queda dentro de uma piscina;W68   Afogamento submersao conseq queda piscina;
W;69;;Afogamento e submersão em águas naturais;W69   Afogamento e submersao em aguas naturais;
W;70;;Afogamento e submersão conseqüentes a queda dentro de águas naturais;W70   Afogamento submersao conseq queda aguas nat;
W;73;;Outros afogamentos e submersão especificados;W73   Outr afogamentos e submersao espec;
W;74;;Afogamento e submersão não especificados;W74   Afogamento e submersao NE;
W;75;;Sufocação e estrangulamento acidental na cama;W75   Sufocacao e estrangulamento acid na cama;
W;76;;Outro enforcamento e estrangulamento acidental;W76   Outr enforcamento e estrangulamento acid;
W;77;;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias;W77   Risco resp dev desmor queda terra outr subst;
W;78;;Inalação do conteúdo gástrico;W78   Inalacao do conteudo gastrico;
W;79;;Inalação e ingestão de alimentos causando obstrução do trato respiratório;W79   Inalacao ingest aliment caus obstr trat resp;
W;80;;Inalação e ingestão de outros objetos causando obstrução do trato respiratório;W80   Inalac ingest outr obj caus obstr trat resp;
W;81;;Confinado ou aprisionado em um ambiente pobre em oxigênio;W81   Confinado aprision ambiente pobre oxigenio;
W;83;;Outros riscos especificados à respiração;W83   Outr riscos espec a respiracao;
W;84;;Riscos não especificados à respiração;W84   Riscos NE a respiracao;
W;85;;Exposição a linhas de transmissão de corrente elétrica;W85   Exposicao linhas transm de corrente eletrica;
W;86;;Exposição a outra corrente elétrica especificada;W86   Exposicao a outr corrente eletrica espec;
W;87;;Exposição a corrente elétrica não especificada;W87   Exposicao a corrente eletrica NE;
W;88;;Exposição a radiação ionizante;W88   Exposicao a radiacao ionizante;
W;89;;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta;W89   Expos fontes lumin artif visiv luz ultraviol;
W;90;;Exposição a outros tipos de radiação não-ionizante;W90   Exposicao outr tipos radiacao nao-ionizante;
W;91;;Exposição a tipo não especificado de radiação;W91   Exposicao a tipo NE de radiacao;
W;92;;Exposição a um calor excessivo de origem artificial;W92   Exposicao calor excessivo orig artificial;
W;93;;Exposição a um frio excessivo de origem artificial;W93   Exposicao frio excessivo orig artificial;
W;94;;Exposição a alta, baixa e a variações da pressão atmosférica;W94   Expos alta baixa variacoes pressao atmosf;
W;99;;Exposição a outros fatores ambientais artificiais e aos não especificados;W99   Exposicao outr fatores ambient artif e NE;
X;0;;Exposição a fogo não-controlado em um edifício ou outro tipo de construção;X00   Expos fogo n-contr edificio outr tipo constr;
X;1;;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção;X01   Expos fogo n-contr fora edif out tipo constr;
X;2;;Exposição a fogo controlado em um edifício ou outro tipo de construção;X02   Exposicao fogo contr edif outr tipo constr;
X;3;;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção;X03   Expos fogo contr fora edif outr tipo constr;
X;4;;Exposição a combustão de substância muito inflamável;X04   Exposicao combustao subst muito inflamavel;
X;5;;Exposição a combustão de roupa de dormir;X05   Exposicao a combustao de roupa de dormir;
X;6;;Exposição a combustão de outro tipo de roupa ou de acessórios;X06   Exposicao combustao outr tipo roupa acessor;
X;8;;Exposição a outro tipo especificado de fumaça, fogo ou chamas;X08   Exposicao outr tipo espec fumaca fogo chamas;
X;9;;Exposição a tipo não especificado de fumaça, fogo ou chamas;X09   Exposicao a tipo NE de fumaca fogo chamas;
X;10;;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes;X10   Contato bebid alim gord oleo cozinha quentes;
X;11;;Contato com água corrente quente de torneira;X11   Contato c/agua corrente quente de torneira;
X;12;;Contato com outros líquidos quentes;X12   Contato c/outr liquidos quentes;
X;13;;Contato com vapor d'água e com vapores quentes;X13   Contato c/vapor dagua e c/vapores quentes;
X;14;;Contato com ar e gases quentes;X14   Contato c/ar e gases quentes;
X;15;;Contato com aparelhos domésticos quentes;X15   Contato c/aparelhos domesticos quentes;
X;16;;Contato com aquecedores, radiadores e tubulação;X16   Contato c/aquecedores radiadores e tubulacao;
X;17;;Contato com motores, máquinas e ferramentas quentes;X17   Contato motores maquinas ferramentas quentes;
X;18;;Contato com outros metais quentes;X18   Contato c/outr metais quentes;
X;19;;Contato com outras fontes de calor ou com substâncias quentes não especificados;X19   Contato outr fontes calor subst quentes NE;
X;20;;Contato com serpentes e lagartos venenosos;X20   Contato c/serpentes e lagartos venenosos;
X;21;;Contato com aranhas venenosas;X21   Contato c/aranhas venenosas;
X;22;;Contato com escorpiões;X22   Contato c/escorpioes;
X;23;;Contato com abelhas, vespas e vespões;X23   Contato c/abelhas vespas e vespoes;
X;24;;Contato com centopéias e miriápodes venenosas (tropicais);X24   Contato c/centopeias e miriapodes venenosas;
X;25;;Contato com outros artrópodes venenosos;X25   Contato c/outr artropodes venenosos;
X;26;;Contato com animais e plantas marinhos venenosos;X26   Contato animais e plantas marinhos venenosos;
X;27;;Contato com outros animais venenosos especificados;X27   Contato c/outr animais venenosos espec;
X;28;;Contato com outras plantas venenosas especificadas;X28   Contato c/outr plantas venenosas espec;
X;29;;Contato com animais ou plantas venenosos, sem especificação;X29   Contato animais ou plantas venenosos s/espec;
X;30;;Exposição a calor natural excessivo;X30   Exposicao a calor natural excessivo;
X;31;;Exposição a frio natural excessivo;X31   Exposicao a frio natural excessivo;
X;32;;Exposição à luz solar;X32   Exposicao a luz solar;
X;33;;Vítima de raio;X33   Vitima de raio;
X;34;;Vítima de terremoto;X34   Vitima de terremoto;
X;35;;Vítima de erupção vulcânica;X35   Vitima de erupcao vulcanica;
X;36;;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre;X36   Vitima avalanc desab terra out mov sup terr;
X;37;;Vítima de tempestade cataclísmica;X37   Vitima de tempestade cataclismica;
X;38;;Vítima de inundação;X38   Vitima de inundacao;
X;39;;Exposição a outras forças da natureza e às não especificadas;X39   Exposicao a outr forcas da natureza e as NE;
X;40;;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos;X40   Envenen acid analg antipir anti-reum n-opiac;
X;41;;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte;X41   Env ac anticon sed hipn antipark psicot NCOP;
X;42;;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte;X42   Envenen acid narcot psicodislepticos NCOP;
X;43;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo;X43   Envenen acid outr subst farm sist nerv auton;
X;44;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas;X44   Envenen acid outr drog medic subst biolog NE;
X;45;;Envenenamento [intoxicação] acidental por e exposição ao álcool;X45   Envenen acid p/e exposicao ao alcool;
X;46;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores;X46   Envenen acid solv org hidrocarb halog vapor;
X;47;;Intoxicação acidental por e exposição a outros gases e vapores;X47   Intox acid outr gases e vapores;
X;48;;Envenenamento [intoxicação] acidental por e exposição a pesticidas;X48   Envenen acid p/e exposicao a pesticidas;
X;49;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas;X49   Envenen acid outr subst quim nocivas e as NE;
X;50;;Excesso de exercícios e movimentos vigorosos ou repetitivos;X50   Excesso exerc movim vigorosos ou repetitivos;
X;51;;Viagem e movimento;X51   Viagem e movimento;
X;52;;Estadia prolongada em ambiente agravitacional;X52   Estadia prolongada ambiente agravitacional;
X;53;;Falta de alimento;X53   Falta de alimento;
X;54;;Falta de água;X54   Falta de agua;
X;57;;Privação não especificada;X57   Privacao NE;
X;58;;Exposição a outros fatores especificados;X58   Exposicao a outr fatores espec;
X;59;;Exposição a fatores não especificados;X59   Exposicao a fatores NE;
X;60;;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos;X60   Auto-int int analg antipir anti-reum n-opiac;
X;61;;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte;X61   Auto-int int a-conv sed hip a-park psic NCOP;
X;62;;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte;X62   Auto-intox intenc narcot psicodislept NCOP;
X;63;;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo;X63   Auto-int int outr subst farm sist nerv auton;
X;64;;Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas;X64   Auto-int intenc out drog med subst biolog NE;
X;65;;Auto-intoxicação voluntária por álcool;X65   Auto-intox voluntaria p/alcool;
X;66;;Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores;X66   Auto-int int solv org hidrocarb halog vapor;
X;67;;Auto-intoxicação intencional por outros gases e vapores;X67   Auto-intox intenc p/outr gases e vapores;
X;68;;Auto-intoxicação por e exposição, intencional, a pesticidas;X68   Auto-intox intenc a pesticidas;
X;69;;Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas;X69   Auto-int intenc outr prod quim subst noc NE;
X;70;;Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação;X70   Lesao autoprov intenc enforc estrang sufoc;
X;71;;Lesão autoprovocada intencionalmente por afogamento e submersão;X71   Lesao autoprov intenc p/afogamento submersao;
X;72;;Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão;X72   Lesao autoprov intenc disp arma fogo de mao;
X;73;;Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre;X73   Les autoprov int disp arm fog maior calibre;
X;74;;Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada;X74   Lesao autopr intenc disp outr arma fogo e NE;
X;75;;Lesão autoprovocada intencionalmente por dispositivos explosivos;X75   Lesao autoprov intenc p/disp explosivos;
X;76;;Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas;X76   Lesao autoprov intenc fumaca fogo e chamas;
X;77;;Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes;X77   Lesao autopr int vapor agua gas  obj quent;
X;78;;Lesão autoprovocada intencionalmente por objeto cortante ou penetrante;X78   Lesao autoprov intenc obj cortante  penetr;
X;79;;Lesão autoprovocada intencionalmente por objeto contundente;X79   Lesao autoprov intenc p/objeto contundente;
X;80;;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado;X80   Lesao autoprov intenc precip lugar elevado;
X;81;;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento;X81   Lesao autoprov intenc precip perm obj movim;
X;82;;Lesão autoprovocada intencionalmente por impacto de um veículo a motor;X82   Lesao autoprov intenc impacto veic a motor;
X;83;;Lesão autoprovocada intencionalmente por outros meios especificados;X83   Lesao autoprov intenc p/outr meios espec;
X;84;;Lesão autoprovocada intencionalmente por meios não especificados;X84   Lesao autoprov intenc p/meios NE;
X;85;;Agressão por meio de drogas, medicamentos e substâncias biológicas;X85   Agressao meio drog medic e subst biologicas;
X;86;;Agressão por meio de substâncias corrosivas;X86   Agressao p/meio de subst corrosivas;
X;87;;Agressão por pesticidas;X87   Agressao p/pesticidas;
X;88;;Agressão por meio de gases e vapores;X88   Agressao p/meio de gases e vapores;
X;89;;Agressão por meio de outros produtos químicos e substâncias nocivas especificados;X89   Agressao outr prod quim subst nocivas espec;
X;90;;Agressão por meio de produtos químicos e substâncias nocivas não especificados;X90   Agressao prod quimicos e subst nocivas NE;
X;91;;Agressão por meio de enforcamento, estrangulamento e sufocação;X91   Agressao enforc estrangulamento sufocacao;
X;92;;Agressão por meio de afogamento e submersão;X92   Agressao p/meio de afogamento e submersao;
X;93;;Agressão por meio de disparo de arma de fogo de mão;X93   Agressao disparo de arma de fogo de mao;
X;94;;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre;X94   Agressao disparo arma fogo de maior calibre;
X;95;;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada;X95   Agressao disparo outr arma de fogo ou NE;
X;96;;Agressão por meio de material explosivo;X96   Agressao p/meio de material explosivo;
X;97;;Agressão por meio de fumaça, fogo e chamas;X97   Agressao p/meio de fumaca fogo e chamas;
X;98;;Agressão por meio de vapor de água, gases ou objetos quentes;X98   Agressao vapor agua gases ou objetos quentes;
X;99;;Agressão por meio de objeto cortante ou penetrante;X99   Agressao objeto cortante ou penetrante;
Y;0;;Agressão por meio de um objeto contundente;Y00   Agressao p/meio de um objeto contundente;
Y;1;;Agressão por meio de projeção de um lugar elevado;Y01   Agressao p/meio projecao de um lugar elevado;
Y;2;;Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento;Y02   Agressao proj coloc vitima obj movimento;
Y;3;;Agressão por meio de impacto de um veículo a motor;Y03   Agressao p/meio de impacto veic a motor;
Y;4;;Agressão por meio de força corporal;Y04   Agressao p/meio de forca corporal;
Y;5;;Agressão sexual por meio de força física;Y05   Agressao sexual p/meio de forca fisica;
Y;6;;Negligência e abandono;Y06   Negligencia e abandono;
Y;7;;Outras síndromes de maus tratos;Y07   Outr sindr de maus tratos;
Y;8;;Agressão por outros meios especificados;Y08   Agressao p/outr meios espec;
Y;9;;Agressão por meios não especificados;Y09   Agressao p/meios NE;
Y;10;;Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada;Y10   Env analg antipir antireum n-opiac int n det;
Y;11;;Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada;Y11   Env antic sed hipn antip psic NCOP int n det;
Y;12;;Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada;Y12   Envenen narcot psicodislept NCOP int n det;
Y;13;;Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada;Y13   Env out subst farm sist nerv auton int n det;
Y;14;;Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada;Y14   Env out drog med subst biolog e NE int n det;
Y;15;;Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada;Y15   Envenen alcool intencao nao determinada;
Y;16;;Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada;Y16   Env solv org hidrocarb halog vap int n det;
Y;17;;Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada;Y17   Envenen outr gases vapores intenc n det;
Y;18;;Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada;Y18   Envenen pesticidas intencao nao determinada;
Y;19;;Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada;Y19   Env out prod quim subst noc e NE int n det;
Y;20;;Enforcamento, estrangulamento e sufocação, intenção não determinada;Y20   Enforc estrang sufoc intenc nao determinada;
Y;21;;Afogamento e submersão, intenção não determinada;Y21   Afogamento submersao intenc nao determinada;
Y;22;;Disparo de pistola, intenção não determinada;Y22   Disparo de pistola intencao nao determinada;
Y;23;;Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada;Y23   Disparo arma fogo maior calibre intenc n det;
Y;24;;Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada;Y24   Disparo outr arma fogo e NE intenc nao det;
Y;25;;Contato com material explosivo, intenção não determinada;Y25   Contato c/material explosivo intenc n det;
Y;26;;Exposição a fumaça, fogo e chamas, intenção não determinada;Y26   Exposicao fumaca fogo chamas intenc n det;
Y;27;;Exposição a vapor de água, gases ou objetos quentes, intenção não determinada;Y27   Exposic vapor agua gas obj quente int n det;
Y;28;;Contato com objeto cortante ou penetrante, intenção não determinada;Y28   Contato obj cortante penetrante intenc n det;
Y;29;;Contato com objeto contundente, intenção não determinada;Y29   Contato obj contundente intenc n det;
Y;30;;Queda, salto ou empurrado de um lugar elevado, intenção não determinada;Y30   Queda salto empurr lugar elev intenc n det;
Y;31;;Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada;Y31   Queda perman corrida obj mov intenc n det;
Y;32;;Impacto de um veículo a motor, intenção não determinada;Y32   Impacto veic a motor intenc nao determinada;
Y;33;;Outros fatos ou eventos especificados, intenção não determinada;Y33   Outr fatos ou eventos espec intenc n det;
Y;34;;Fatos ou eventos não especificados e intenção não determinada;Y34   Fatos ou eventos NE e intenc nao determinada;
Y;35;;Intervenção legal;Y35   Intervencao legal;
Y;36;;Operações de guerra;Y36   Operacoes de guerra;
Y;40;;Efeitos adversos de antibióticos sistêmicos;Y40   Antibioticos sistemicos;
Y;41;;Efeitos adversos de outros antiinfecciosos e antiparasitários sistêmicos;Y41   Outr antiinfecc e antiparasit sistemicos;
Y;42;;Efeitos adversos de hormônios e seus substitutos sintéticos e antagonistas, não classificados em outra parte;Y42   Hormonios subst sintet antagonistas NCOP;
Y;43;;Efeitos adversos de substâncias de ação primariamente sistêmica;Y43   Subst de acao prim sistemica;
Y;44;;Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue;Y44   Subst farm atuam prim s/constit sangue;
Y;45;;Efeitos adversos de substâncias analgésicas, antipiréticas e antiinflamatórias;Y45   Subst analges antipiret e antiinflamatorias;
Y;46;;Efeitos adversos de drogas anticonvulsivantes (antiepilépticas) e antiparkinsonianas;Y46   Drogas anticonvulsiv e antiparkinsonianas;
Y;47;;Efeitos adversos de sedativos, hipnóticos e tranquilizantes [ansiolíticos];Y47   Sedativos hipnoticos e tranquilizantes;
Y;48;;Efeitos adversos de anestésicos e gases terapêuticos;Y48   Anestesicos e gases terapeuticos;
Y;49;;Efeitos adversos de substâncias psicotrópicas, não classificadas em outra parte;Y49   Subst psicotropicas NCOP;
